Feature,Info_Gain_General,Info_Gain_Stage,Info_Gain_Subtype
hsa-mir-216a,0.003604913610260496,0.0,0.0
hsa-mir-4436a,0.0035889693053597904,0.0,0.0
hsa-mir-1271,0.003576484886790743,0.03814975917172081,0.010426140680772855
hsa-mir-6773,0.0035732601107703044,0.03585963453017804,0.019445381354694646
hsa-mir-4652,0.0035103737214092767,0.0,0.0
hsa-mir-527,0.003508027487741927,0.0,0.007125888188772134
hsa-mir-335,0.003488791823615056,0.0,0.008268191215109022
hsa-mir-6859-1,0.0034785934616869962,0.016287111300269608,0.004955684930504134
hsa-mir-580,0.0034724488273071286,0.0,0.0
hsa-mir-3940,0.00346120899448521,0.0,0.0
hsa-mir-596,0.0034553830503937233,0.0,0.024292059495946372
hsa-mir-4653,0.003452377810310603,0.0,0.005279337776060489
hsa-mir-522,0.003450592393475116,0.0,0.009329831144085254
hsa-mir-421,0.003439999918983472,0.006022023392928233,0.0
hsa-mir-4700,0.003426332020866174,0.0013077569578223702,0.0
hsa-mir-5681b,0.00341810090712491,0.0,0.0
hsa-mir-4529,0.0034172619550109085,0.0,0.02008105286788875
hsa-mir-6833,0.0034169506064352095,0.0,0.0
hsa-mir-6877,0.0033895089469282436,0.0,0.0
hsa-mir-4787,0.003368120437442168,0.0017483204080583903,0.0
hsa-mir-138-2,0.003363835077268784,0.009292954690359512,0.0
hsa-mir-654,0.0033609185348929538,0.02100279472207811,0.014536101316483752
hsa-mir-448,0.003360406809998051,0.0,0.011468859050587588
hsa-mir-4507,0.0033596455923451396,0.0101556308049644,0.0
hsa-mir-23b,0.003345230679710376,0.018789332927395375,0.0
hsa-mir-4432,0.0033416813503898135,0.0,0.0
hsa-mir-6876,0.003331155405192132,0.0,0.0
hsa-mir-1285-1,0.0033188709347821144,0.016899076454721662,0.02325050789254668
hsa-mir-346,0.0032622440005813935,0.025948440092618874,0.011847190774194827
hsa-mir-4292,0.003255354398370658,0.013412130454396376,0.021079469549799335
hsa-mir-3666,0.003239790920712249,0.023935410770064003,0.0
hsa-mir-4314,0.0032291271446782677,0.0,0.0011753259122502246
hsa-mir-571,0.0032234879938497496,0.010902381259889626,0.016378483281792144
hsa-mir-3622a,0.003221535508054596,0.011786202738446327,0.012248965055475347
hsa-mir-6074,0.003216632532379582,0.005992432010706761,0.01770810499917075
hsa-mir-4698,0.0032114574843020716,0.010300205180362898,0.02038749555388719
hsa-mir-1302-8,0.0031887196664216466,0.006177599071999662,0.04480327317259958
hsa-mir-26a-2,0.0031878012115301724,0.028067981506907813,0.01591462895257645
hsa-mir-4755,0.0031861138206266126,0.0,0.026427296736233785
hsa-mir-1304,0.0031828696644990995,0.006437984432133614,0.016605845985985468
hsa-mir-187,0.0031820836716257572,0.0,6.890253152591619e-05
hsa-mir-92a-2,0.003180941357937006,0.0,0.0
hsa-mir-3120,0.0031763337027133076,0.006508020387566038,0.0
hsa-mir-4774,0.0031752871272026084,0.02561656242386956,0.0
hsa-mir-1244-1,0.0031527612788236903,0.0,0.0056217868317960384
hsa-mir-4271,0.0031455875942083544,0.0015482196803437986,0.0
hsa-mir-3973,0.003142019237725502,0.0,0.006474382936580536
hsa-let-7a-1,0.0031339442397849693,0.0,0.0031589929773074843
hsa-mir-4791,0.0031326231605474097,0.0,0.0
hsa-mir-4474,0.0031317800202119717,0.0059428168217383615,0.0020598481013522907
hsa-mir-7161,0.003121576471737386,0.001905770393325401,0.021010134102892764
hsa-mir-3678,0.0030942856198236113,0.015378393809250213,0.007588093404093499
hsa-mir-4293,0.0030910210770577207,0.034958918637966185,0.0
hsa-mir-548aa-1,0.0030603961083619513,0.0,0.003421153450296144
hsa-mir-6824,0.0030591040658669577,0.009747226030647038,0.02364589681287499
hsa-mir-1470,0.003056769992168862,0.0,0.006286489687944652
hsa-mir-30d,0.0030277515635420693,0.0004709698094216286,0.013239380822563485
hsa-mir-5591,0.0030207630126619645,0.0,0.029496215271869186
hsa-mir-6080,0.00299236830671179,0.009042138679950185,0.006569522511922665
hsa-mir-4509-1,0.0029886511540487826,0.0069277986128124525,0.0
hsa-mir-1915,0.0029722076938376585,0.0006234705412673236,0.0
hsa-mir-92a-1,0.002969998442397759,0.0,0.0
hsa-mir-8087,0.0029640344464966217,0.004475197754591154,0.011174418202327674
hsa-mir-3160-2,0.0029639676586560304,0.0,0.0
hsa-mir-4686,0.002959625721708936,0.02753396914531203,0.005716953376017075
hsa-mir-6750,0.0029583813244706825,0.004499829390710364,0.0
hsa-mir-7974,0.0029521395289456853,0.0,0.002072715264306968
hsa-mir-185,0.002942445842466168,0.0,0.0059807433971144075
hsa-mir-595,0.002934712481428292,0.013878566085781863,0.005637723689518204
hsa-mir-4328,0.0029290123943274127,0.0,0.01389266186310878
hsa-mir-4716,0.002926645219834101,0.011432847618615849,0.0019881623419641947
hsa-mir-4665,0.002926119622022494,0.01745159821853992,0.03035853854651993
hsa-mir-4313,0.002912582809502684,0.0,0.0
hsa-mir-199a-1,0.002899104874838465,0.0,0.02485296375853041
hsa-mir-8066,0.0028812076513656804,0.0,0.0
hsa-mir-1273f,0.0028753044296956354,0.0,0.0
hsa-mir-744,0.002870686749293583,0.007001662267433595,0.023916420720997422
hsa-mir-508,0.0028695454090188477,0.0,0.0
hsa-mir-2355,0.0028690464214500278,0.0,0.0
hsa-mir-6749,0.002862492635742675,0.02408068266647989,0.0
hsa-mir-6763,0.002854535174399153,0.000780540917307615,0.01102434634974614
hsa-mir-6847,0.002851588145978412,0.0032891870844968807,0.0
hsa-mir-144,0.0028480622831064117,0.006881197316873422,0.0
hsa-mir-5582,0.002841993757172978,0.0,0.0
hsa-mir-196b,0.0028267152888385993,0.00707692371506452,0.0
hsa-mir-5685,0.0028152952204482107,0.027441344530175105,0.0
hsa-mir-3138,0.00280950342909303,0.0,0.02939002355777709
hsa-mir-548h-3,0.002792282750239572,0.008583619647596574,0.029077796578105053
hsa-mir-1203,0.002780582646716545,0.014700183768585617,0.0
hsa-mir-943,0.0027510907948936625,0.006241051712519763,0.01886522688639558
hsa-mir-514a-2,0.0027509626520064723,0.0,0.0
hsa-mir-6872,0.0027444878182055765,0.0,0.021267150945041502
hsa-mir-3605,0.0027398457649194796,0.0,0.004637637776237602
hsa-mir-28,0.002717987717086423,0.03609814401533962,0.010801809053322398
hsa-mir-8074,0.0027171759132249562,0.0,0.0
hsa-mir-548au,0.002715430638088545,0.0169878303176505,0.012413883910663115
hsa-mir-3655,0.0027066258165766577,0.0012212760083953889,0.0
hsa-mir-6757,0.0027061657666749284,0.0,0.0
hsa-mir-3612,0.002700887357513948,0.0024080213226822522,0.031619203246765704
hsa-mir-506,0.0026965117811830197,0.005363596700725726,0.0
hsa-mir-4786,0.002694499093793268,0.0,0.0
hsa-mir-6826,0.0026943838923133567,0.0011738140296810862,0.006714824163567279
hsa-mir-3909,0.002693946470546882,0.03138177817677734,0.03385993956580857
hsa-mir-3117,0.0026912542202849332,0.016257353091710502,0.008399551341468303
hsa-mir-6740,0.0026861548348852127,0.0,0.0
hsa-mir-6087,0.0026777444900001335,0.005537813991000284,0.012630912540955608
hsa-mir-105-1,0.0026672420783803164,0.0,0.02860212117923422
hsa-mir-194-1,0.00264444430023425,0.0,0.021143443546599583
hsa-mir-6761,0.00263397157390588,0.006810212318041575,0.02150715475334608
hsa-mir-1268b,0.0026125930444759193,0.0019315455964834527,0.0
hsa-mir-4657,0.002608168285538448,0.0,0.0
hsa-mir-4669,0.002606990401564202,0.01337946429061665,0.028159875492752118
hsa-mir-4632,0.0026002927316792768,0.03159627599994019,0.026919028252009314
hsa-mir-558,0.002594097368382564,0.0,0.007065329341592541
hsa-mir-376c,0.002584605094839154,0.028622985658858013,0.01831383788257246
hsa-mir-6505,0.002582120956354461,0.0,0.0
hsa-mir-379,0.002581732901738798,0.0008678712440279845,0.00614416530593398
hsa-mir-548s,0.002578162960220065,0.0,0.0
hsa-mir-6077,0.0025726834190783476,0.0,0.022186167358499542
hsa-mir-6721,0.0025596884721332813,0.002266630374028189,0.008268300803033979
hsa-mir-4291,0.002555034552841118,0.0,0.006045038379911105
hsa-mir-3121,0.002550953736220496,0.011065555038652697,0.005101884475667173
hsa-mir-5189,0.002550366245460678,0.003882256107439641,0.0
hsa-mir-5186,0.0025450759644578547,0.03235859310434375,0.039826433793633154
hsa-mir-4708,0.002537895824274883,0.0,0.0
hsa-mir-4730,0.0025333737490694785,0.0,0.018865824109797646
hsa-mir-6760,0.0025309336936293336,0.03252444871280291,0.022738513543677286
hsa-mir-202,0.0025250865278778623,0.0,0.0007519961463116065
hsa-mir-4524b,0.0025110703819832825,0.010207849821150639,0.0
hsa-mir-4635,0.002498068407001619,0.005045468034408529,0.0
hsa-mir-1973,0.002497599193795108,0.0,0.0
hsa-mir-3155a,0.0024914986667370354,0.0,0.0
hsa-mir-4504,0.0024914248579962495,0.0,0.0
hsa-mir-676,0.0024824991669334384,0.007612081830029371,0.0
hsa-mir-4656,0.002475690433808686,0.0,0.00777637591555691
hsa-mir-3687-2,0.0024723013402783156,0.0,0.0
hsa-mir-4444-2,0.002469169272408256,0.003959292950070914,0.0
hsa-mir-1273c,0.0024656597568142313,0.024540274021800812,0.0
hsa-mir-569,0.002453613294758683,0.04856742534335412,0.0
hsa-mir-4538,0.0024502700640168795,0.0,0.001683254326678929
hsa-mir-5586,0.0024415850626462454,0.011791136974927507,0.0
hsa-mir-4290,0.0024363721555005213,0.0,0.009540200001425747
hsa-let-7a-3,0.002434955392326077,0.0,0.001182887439598046
hsa-mir-6735,0.0024239912679785425,0.017442035674639644,0.0066855141114408045
hsa-mir-1278,0.002420985896137373,0.013497804132818647,0.0
hsa-mir-4659b,0.0024070270751292977,0.003532071667896819,0.02106169596823415
hsa-mir-4634,0.0024030787295555855,0.012263717449040534,0.0
hsa-mir-548aw,0.0023942251325760333,0.0,0.005164401909416583
hsa-mir-3192,0.002393091101499656,0.0,0.008284757045607938
hsa-mir-6853,0.002387147786685917,0.0,0.0003459276732946659
hsa-mir-5684,0.002386558467277866,0.008581838281236376,0.0
hsa-mir-199a-2,0.0023784554520797085,0.010640321828680133,0.0060629716300839576
hsa-mir-224,0.0023763117652366716,0.0,0.0128048382756627
hsa-mir-3688-1,0.002366485480835512,0.0,0.004988208468562405
hsa-mir-4693,0.0023622019331092092,0.0012946071307768925,0.0
hsa-mir-6724-2,0.0023617442485948104,0.0018839857454264752,0.0
hsa-mir-3186,0.0023593907691378257,0.012683232795538402,0.0
hsa-mir-4691,0.0023509860080934697,0.01624365241171999,0.0029587491276974465
hsa-mir-134,0.002349511506134272,0.0,0.017950527840965957
hsa-mir-4509-2,0.0023452648262336506,0.00410592037298807,0.025522102308614292
hsa-mir-4667,0.0023410915543733424,0.0,0.0
hsa-mir-3648-2,0.002312655225690574,0.0012093790600520293,0.0
hsa-mir-105-2,0.002303446376609175,0.0,0.015518371801015451
hsa-mir-548ah,0.0022953996486803074,0.01777583791433912,0.0025246590296232885
hsa-mir-423,0.0022858258765171557,0.0,0.0
hsa-mir-4718,0.0022833658312028104,0.0015134791323108132,0.008073665504695793
hsa-mir-922,0.0022829684007352746,0.0,0.018417373794330505
hsa-mir-433,0.002277874101765165,0.012515513270679346,0.0
hsa-mir-29b-1,0.002273004707798787,0.015281842067862872,0.0
hsa-mir-2681,0.0022720246588452397,0.0,0.009970737666024299
hsa-mir-6793,0.00226585140880875,0.0,0.0009825154918166046
hsa-mir-4258,0.002251467977196664,0.0,0.0
hsa-mir-4321,0.002248938248002763,0.004150050287794915,0.0
hsa-mir-6748,0.0022470567021853904,0.0,0.0
hsa-mir-3945,0.0022361795354415293,0.025147312545820366,0.0013724508923373957
hsa-mir-6502,0.0022328118353717175,0.0,0.0
hsa-mir-675,0.0022267596280571844,0.0,0.0
hsa-mir-7703,0.002223976821835505,0.010820910553582586,0.0
hsa-mir-6512,0.0022171845539257218,0.0009255980363955807,0.0
hsa-mir-329-1,0.0022135698324807773,0.0015692052490221542,0.0
hsa-mir-3198-2,0.002196156826335116,0.018662948957816727,0.008459747817682661
hsa-mir-3174,0.0021758208353775954,0.0026322887298757536,0.0
hsa-mir-4478,0.002169989988635379,0.0,0.010627345466838856
hsa-mir-1321,0.0021682921789969445,0.0,0.0
hsa-mir-153-1,0.0021652752076842807,0.040028461936648,0.001960321975499335
hsa-mir-559,0.002162091094248253,0.0011322975052232565,0.0
hsa-mir-500b,0.0021550514618942085,0.03126634684605589,0.013226917593188281
hsa-mir-8062,0.0021451282951304718,0.0,0.008906338668780656
hsa-mir-217,0.0021282458788439707,0.0077566093065994934,0.0018836668353847674
hsa-mir-3613,0.0021218607026166625,0.0,0.01616039773286948
hsa-mir-154,0.002107050206417549,0.001540026207510703,0.0
hsa-mir-3680-2,0.0020983879242975068,0.005973052675782409,0.00414166806184002
hsa-mir-935,0.0020948216140138642,0.028046269822355363,0.018397751826291664
hsa-mir-3913-2,0.0020927107528073696,0.0,0.0
hsa-mir-4424,0.002087957094414339,0.0,0.040116265373261184
hsa-mir-523,0.0020763703668468247,0.007615745916596417,0.03136136964046554
hsa-mir-4498,0.0020655197213335086,0.0,0.002094802636511295
hsa-mir-1976,0.00205829322247697,0.0,0.00670009142036454
hsa-mir-3166,0.0020531833827122092,0.0028495565699873104,0.0
hsa-mir-6789,0.00205274329892291,0.0424338455497395,0.0
hsa-mir-194-2,0.002045166429445411,0.0,0.017728893785706523
hsa-mir-6794,0.002044527996686085,0.009365183247069808,0.037425725010517885
hsa-mir-6727,0.0020442445830332057,0.0,0.0013620451126872268
hsa-mir-3154,0.0020409633994347143,0.0,0.004888509083299519
hsa-mir-503,0.0020342080319609712,0.0061840176552023784,0.0
hsa-mir-519d,0.0020292040734836148,0.0007520127845710434,0.01387729799962778
hsa-mir-1250,0.0020286299095384486,0.0,0.0
hsa-mir-196a-1,0.002024441335271132,0.011319257157310858,0.022111124029550844
hsa-mir-1279,0.0020210694827504927,0.0,0.0
hsa-mir-6503,0.002015370513813064,0.0,0.012020845925077683
hsa-mir-6821,0.0020095972120536265,0.012257478849686976,0.014905903989957059
hsa-mir-4636,0.002009121356441268,0.0,0.0
hsa-mir-615,0.0020056889266515388,0.0,0.0
hsa-mir-4797,0.0020052456646589834,0.0,0.007615535808881635
hsa-mir-3147,0.0019986108669717284,0.0,0.007988133190209412
hsa-mir-3685,0.0019972625095472374,0.012995776619576294,0.0
hsa-mir-1249,0.0019925548602610643,0.0,0.0023375821485434045
hsa-mir-606,0.0019921876062846122,0.0,0.0
hsa-mir-4640,0.001982600653905986,0.0,0.0
hsa-mir-6878,0.0019818642143766274,0.03618303569077419,0.0
hsa-mir-27b,0.0019793144362271198,0.0,0.02412787111625936
hsa-mir-4485,0.0019787925335943424,0.0,0.0
hsa-mir-3158-1,0.001976357447329269,0.0,0.018180430625303723
hsa-mir-548z,0.0019728061494219684,0.015648367120041584,0.0
hsa-mir-1262,0.0019529005146949885,0.0,0.0010320115240740613
hsa-mir-4512,0.0019508404683682423,0.015126463553043923,0.011608449215044336
hsa-mir-513a-1,0.0019470612475903648,0.02850110215832169,0.01672124719773227
hsa-mir-4717,0.001944736931929869,0.0,0.010460790418341137
hsa-mir-4660,0.0019432408181874194,0.01619966938338946,0.023684228246016126
hsa-mir-3153,0.0019404245480416638,0.011236770965303844,0.0
hsa-mir-941-4,0.0019323819919075946,0.009501548943010363,0.00877065592043702
hsa-mir-662,0.0018920756845521858,0.0,0.000712587514789309
hsa-mir-5004,0.001889314470280068,0.003754061817858645,0.0
hsa-mir-520e,0.001888144560551419,0.007018960960894383,0.0034099124517259494
hsa-mir-4793,0.0018793478802562325,0.010734587078637503,0.0
hsa-mir-3140,0.0018625731219304997,0.0,0.0
hsa-mir-495,0.0018565193039927763,0.012231436648406202,0.008175854960629891
hsa-mir-7973-1,0.001854373907313689,0.007637214296072337,0.010847539887653967
hsa-mir-4680,0.0018431541915464589,0.0,0.007131505787891568
hsa-mir-431,0.0018418854642324733,0.0,0.01728849470121352
hsa-mir-4748,0.0018396337927484296,0.0,0.017194990943439903
hsa-mir-3689b,0.0018395556753694198,0.003838242077566889,0.02892425300048962
hsa-mir-3064,0.0018385956135082981,0.0,0.01701554831040153
hsa-mir-4487,0.001833940370481013,0.031023963757005113,0.023213405948323107
hsa-mir-4327,0.0018211063848889708,0.0,0.02642131440086315
hsa-mir-509-2,0.0018187534274056727,0.0,0.0
hsa-mir-639,0.0018185873620297777,0.007104177434813064,0.020383684183503892
hsa-mir-5701-2,0.0018093802452702201,0.013012629408652554,0.012204088488152465
hsa-mir-7157,0.0018037890462621053,0.01683279945936267,0.018421862268644285
hsa-mir-369,0.0018037174555750601,0.026852277920117018,0.0
hsa-mir-1273d,0.001798471934374879,0.0,0.01909230881699564
hsa-mir-23a,0.0017967430471712564,0.024190738586014504,0.009811525595291304
hsa-mir-3149,0.001794565367566392,0.012384450320060747,0.011141873736575159
hsa-mir-493,0.001781313707128307,0.0,0.008198548812394346
hsa-mir-887,0.0017799508640804484,0.0,0.00919341545329444
hsa-mir-133a-2,0.0017778272855404342,0.022829173109748968,0.005388187254764754
hsa-mir-3183,0.001777502729336633,0.0,0.02240327619075888
hsa-mir-4260,0.0017756108229090017,0.0,0.0
hsa-mir-1204,0.001762753517788651,0.007182141094667749,0.0
