,stage_1,stage_2,stage_3,stage_4
hsa-mir-1289-2,-2.239783653378229,-2.742904731325157,-6.686984315533517,-1.3953070923574953
hsa-mir-129-1,2.2565542508877403,1.9779716798465932,0.9274844904837396,1.2178172874494382
hsa-mir-129-2,2.387167299814936,2.0196463420462853,0.8552341607440214,1.0565814655204242
hsa-mir-1290,7.244239262026287,7.348899701863429,7.0285874635985,0.0
hsa-mir-1291,0.07927646765398862,0.12732557850803725,-0.16835840316861891,-0.33462197249620745
hsa-mir-1292,0.37496803028870174,0.3173770966832918,0.43757259141663796,-0.20847081664441158
hsa-mir-1293,2.4064205093591218,2.4910873626381957,2.6717642334345633,2.5325574578447587
hsa-mir-1294,0.73583167000477,0.6711222751683833,0.7932120672956141,0.6831572277590687
hsa-mir-1295a,0.8958312513866534,0.9380082554161059,0.5283135270797936,0.26085941869890494
hsa-mir-1295b,1.0233580071716566,1.5895004457385113,1.6508263005435766,0.1787201862994346
hsa-mir-1296,0.8079033202424405,0.6527111740981084,0.6161526801428655,0.3068067025305209
hsa-mir-1297,2.617786087065709,0.0,3.9940158794729723,0.0
hsa-mir-1298,6.173965537025184,1.8203733055679847,1.481072355599818,-0.2866012084817721
hsa-mir-1299,0.0,0.0,4.1136385918570575,0.0
hsa-mir-1301,-0.024514150196521683,-0.06309238399104125,0.007077159856533362,-0.2578513736023505
hsa-mir-1302-1,0.0,0.0,0.0,0.0
hsa-mir-1302-10,0.0,0.0,0.0,0.0
hsa-mir-1302-11,0.0,0.0,0.0,0.0
hsa-mir-1302-2,0.0,0.0,0.0,0.0
hsa-mir-1302-3,6.4092994715906295,6.063451814387495,5.615999701269555,8.116960989136343
hsa-mir-1302-4,0.0,0.0,0.0,0.0
hsa-mir-1302-5,0.0,0.0,0.0,0.0
hsa-mir-1302-6,0.0,0.0,0.0,0.0
hsa-mir-1302-7,0.0,0.0,0.0,0.0
hsa-mir-1302-8,0.0,0.0,0.0,0.0
hsa-mir-1302-9,0.0,0.0,0.0,0.0
hsa-mir-1303,8.654588591063815,8.67124810279875,9.249740996089768,8.87523607292381
hsa-mir-1304,2.490780599067381,2.566899114172079,2.7932592641914966,3.298191678760367
hsa-mir-1305,2.584958423852798,2.670351019821613,3.166452957289637,2.561027350859412
hsa-mir-1306,0.33610586762964545,0.19957548381512033,0.26378447227698054,-0.14337684236529719
hsa-mir-1307,0.35647966412992615,0.36024388007606156,0.43739057656845204,0.3018676938074276
hsa-mir-130a,0.04478475809695496,-0.031240580101452576,-0.0055821848893713635,-0.2917923296142989
hsa-mir-130b,0.11736725553900611,0.05518041156326208,0.09540660357709504,-0.1334609088461355
hsa-mir-132,-0.14673853561639885,-0.014036297388387145,-0.17318485790086602,-0.19244650913857733
hsa-mir-1321,0.0,0.0,0.0,0.0
hsa-mir-1322,6.507453995557332,6.530420018713146,6.775041508615238,0.0
hsa-mir-1323,7.1771869949270615,6.897911003745455,4.4468089558615596,-1.507148783716297
hsa-mir-1324,0.0,0.0,0.0,0.0
hsa-mir-133a-1,0.16925285451857802,-0.21646201612239097,-0.27886055678885224,0.07090276416887356
hsa-mir-133a-2,0.16641736042221078,-0.25464619479292133,-0.3010315465355287,-0.11527002529185883
hsa-mir-133b,-0.3404527814250137,-0.4419632099731384,-0.5922221756143559,0.011825885959976312
hsa-mir-134,-0.2795597595570885,-1.028978540819297,-0.647697628588687,-0.2753894484597421
hsa-mir-1343,0.2158456740090824,0.22056184467666431,0.20975081654497377,-0.06047778835174114
hsa-mir-135a-1,-1.6790455090496403,-1.4698768854477877,-1.5477065963921817,-2.8996134961419453
hsa-mir-135a-2,-0.23834036719352164,-0.4375294915754868,-0.32770405371398537,-1.0004761941433387
hsa-mir-135b,0.41152249341137115,0.40291965881553193,0.4335291055940632,0.8999029931457119
hsa-mir-136,0.25998989060941086,-0.11335038288666968,-0.12968112036444368,0.5256108909705675
hsa-mir-137,1.2343793288579286,0.8387569109916095,1.113649450304629,2.4450791723733127
hsa-mir-138-1,0.3125118360274299,0.04646520484685623,0.08174484681904728,-0.013814055286775415
hsa-mir-138-2,0.42140232123445126,0.2473410865977984,0.2755144372736774,0.33404561501641905
hsa-mir-139,-0.6084016403601175,-0.4769357221670756,-0.5164031638870361,-0.7094865100195844
hsa-mir-140,-0.005165168753877169,-0.02363458385068312,0.032562785951205354,-0.02785070844677514
hsa-mir-141,0.38918623887353215,0.4085775280049702,0.30307706547383534,0.15202206338855725
hsa-mir-142,0.26761840437525,0.354620835261594,0.27443861667300473,0.19645621349501408
hsa-mir-143,-0.6096126036753844,-0.6334797851344895,-0.551187946713346,-0.6156609292206106
hsa-mir-144,0.24768364800996193,0.5137116248655245,0.2538424155061778,0.9798689030452163
hsa-mir-145,-0.004617757736077116,-0.03034051578010901,-0.09519869410595444,-0.289155199377269
hsa-mir-1468,-0.3176994335706202,-0.20441638984629393,-0.0782536817991423,-0.3487472076464154
hsa-mir-1469,0.0,3.364822531116087,0.0,0.0
hsa-mir-146a,-0.10573269718043059,-0.043881661900417375,-0.13623731827537394,-0.13996834700927896
hsa-mir-146b,0.13003274214243063,0.2024347531255567,0.1821729504952466,0.08535741777806279
hsa-mir-1470,0.0,0.0,0.0,0.0
hsa-mir-1471,1.8248074266906436,0.0,0.0,0.0
hsa-mir-147a,3.8627107298662318,1.9726926540042646,5.812474754760692,0.0
hsa-mir-147b,-0.35621668838175796,-0.6704989954355917,-0.01802279359023107,-0.9906789153237653
hsa-mir-148a,0.16724970990683624,0.19469545158912185,0.13448480023520765,0.08887528434854203
hsa-mir-148b,-0.06072840250727052,-0.17712603369545887,-0.18333639826774376,-0.08086957166421119
hsa-mir-149,0.15349960133944132,0.2995673353071167,0.03435828124800054,-0.07986520472177155
hsa-mir-150,-0.07337490747324404,0.06826899817270109,0.2476326463146238,-0.1417547701789423
hsa-mir-151a,-0.17461503087984545,-0.2604451616175781,-0.12147984223701247,-0.17173214861230077
hsa-mir-151b,0.0509472701548815,-0.007901465489881207,-0.16446907997152224,-0.240968839448287
hsa-mir-152,0.03197768397169531,0.07106507340630083,-0.03017364958376462,0.09189799046524007
hsa-mir-153-1,0.5038392429217151,0.22256717942414903,0.273213997014708,0.04837644013698622
hsa-mir-153-2,1.0686854034138091,0.6723614899452599,0.6495197337764153,0.1338336254492532
hsa-mir-1537,0.1020162770382855,-0.04833768151590607,-0.14599659406809412,-0.10101549557929239
hsa-mir-1538,0.008627302815044015,-0.005192785251884329,-0.0492520640594147,0.10315267656456369
hsa-mir-1539,-1.5008307660914268,-1.6562605828720762,-0.37686802972107664,-9.724050243480384
hsa-mir-154,0.6528971387803565,0.13286268758633862,0.15213932853389978,0.7833702376401257
hsa-mir-155,-0.05524391751466317,-0.0595971598420191,-0.08922545314301637,-0.34416565071558025
hsa-mir-1587,3.447439010205573,3.0942305849702247,0.0,0.0
hsa-mir-15a,0.11003963577038156,0.09960115969303399,0.13970008140727813,0.05411434405977237
hsa-mir-15b,0.15941702553943182,0.1249302746822895,0.13003646784674208,-0.054238517906491
hsa-mir-16-1,0.15412852835749355,0.16806619900113173,0.09706669655002931,0.15587112787444465
hsa-mir-16-2,0.12978744798350528,0.14723677732340415,0.07190330986130788,0.11178534888259442
hsa-mir-17,0.49216298736555697,0.4150466575464389,0.5550552403586217,0.2674570714155131
hsa-mir-181a-1,-0.18556211729912517,-0.1444497005852767,-0.09718752415181063,-0.06583851693123378
hsa-mir-181a-2,-0.13861040419964127,-0.09237827167139934,-0.08069188109262232,-0.051077779131523365
hsa-mir-181b-1,-0.22617652588203543,-0.25004113105135023,-0.0997812548787294,-0.15692639481485127
hsa-mir-181b-2,-0.2219685568370459,-0.2451095569535672,-0.09896141319001994,-0.16876277028266187
hsa-mir-181c,-0.07980543606451794,-0.19874931486486389,-0.06501676626951672,-0.3131011443209407
hsa-mir-181d,0.21495927722795474,0.07716558703261671,0.22347792873670397,-0.23504027689455056
hsa-mir-182,-0.2464192717006291,-0.28789488825239085,-0.2229823515762126,-0.2101052855425765
hsa-mir-1825,5.980563495981305,4.3865691097225,6.69394806830358,8.012384843170535
hsa-mir-1827,2.8255051818291146,0.0,0.0,0.0
hsa-mir-183,-0.4301634799930751,-0.45748970983397946,-0.3859029596417963,-0.26564560134329934
hsa-mir-184,-0.06327933693819585,-0.9646743357088645,-1.7997077317009194,-2.198368976310957
hsa-mir-185,0.3341328019681405,0.31161162154861355,0.40611231391414454,0.45338971761929814
hsa-mir-186,0.37120988653607956,0.32785818155768076,0.36477424526764896,0.33439537989713597
hsa-mir-187,-1.0295445737274023,-1.1006848222922105,-0.5823901986214762,-0.04283822453548931
hsa-mir-188,0.1284799144321795,0.2795839029314052,0.13494064877297962,0.1402471959399902
hsa-mir-18a,0.6068839669431052,0.4833583784662088,0.543059621731469,0.15113537492645387
hsa-mir-18b,-0.3208690076366007,-0.5127456185555532,-0.3924115943456711,-0.41064722653815283
hsa-mir-1908,2.4374415288647664,2.4260952317890743,2.2413544509020182,1.7295635722956442
hsa-mir-1909,-0.9003696627957273,-1.057501221207698,-0.9159360717568218,-2.1104381509385077
hsa-mir-190a,0.24547890953666568,0.25754869544288966,0.04436711750910936,0.42499448164894377
hsa-mir-190b,-0.6063087079621017,-0.7639974272465574,-0.07847687665868455,-0.39261779365871896
hsa-mir-191,0.04022806134951392,-0.08389562286162844,0.0022190206479476503,-0.17936395695530793
hsa-mir-1910,-0.4257173585717886,-0.338341957184365,-0.49501872261907026,-0.3178704731498075
hsa-mir-1911,3.9556721259074896,2.5112313954097845,3.0232160311414167,1.8907563991697813
hsa-mir-1912,7.067347017833053,2.6128695920451386,2.2944479236806625,-0.550867845828591
hsa-mir-1913,0.03481504921238223,-0.3667917796351509,0.08068466976510327,-0.011314664685546443
hsa-mir-1914,1.157255526218669,0.9913052363994398,1.7720251483681895,1.0786120951519589
hsa-mir-1915,0.2619554873549727,0.37573625548319534,0.12167570411138902,0.3426146782323508
hsa-mir-192,2.426706246502966,2.2997687993343146,1.6764647533195633,1.7091114058414396
hsa-mir-193a,0.43256731286287786,0.49346275161917946,0.34030503953262853,0.031120783135079124
hsa-mir-193b,1.2630665410663322,1.3636237097585935,1.2761055979063065,1.1087342326443281
hsa-mir-194-1,2.2490981931604788,2.1449250953717423,1.595285078974734,1.7992085688064285
hsa-mir-194-2,2.235743389475979,2.0985632014914586,1.56376390712642,1.7532427052212434
hsa-mir-195,-0.5927167242300773,-0.6081216529991798,-0.5959182225748689,-0.6484720366539063
hsa-mir-196a-1,0.6662796947509999,0.30762710714019825,0.11714501007704725,0.2094205702817077
hsa-mir-196a-2,0.7535460428934974,0.39165799621017255,0.20549843645149116,0.2474366428076971
hsa-mir-196b,1.0200647744671252,0.6683256674705272,0.6442599782337856,0.982244317005451
hsa-mir-197,0.8069639141232686,0.9486339094439804,0.7817540555423841,0.3757930385602955
hsa-mir-1972-1,0.0,0.0,3.320220582682571,0.0
hsa-mir-1972-2,0.0,0.0,0.0,0.0
hsa-mir-1973,0.0,0.0,0.0,0.0
hsa-mir-1976,0.1693087896082221,0.3135131936818072,0.35463112005091824,0.0781378292011952
hsa-mir-198,0.7133580164432209,0.6859273478964112,0.895552266263169,-6.815272662146662
hsa-mir-199a-1,0.3160225749721504,0.20382571094118654,0.10282591325350558,0.22725035643699432
hsa-mir-199a-2,0.2895966035794834,0.17178022203753213,0.07006895056118442,0.20438840529179358
hsa-mir-199b,0.23487454458418672,0.11390207282239193,0.006065974951204168,0.1529048142407152
hsa-mir-19a,0.905854737357877,0.723715352575267,0.8486665374645598,0.5892553397697171
hsa-mir-19b-1,0.4592955735143224,0.3938142765685655,0.47644425422833364,0.16283497266802704
hsa-mir-19b-2,0.47925577432547484,0.409052271209554,0.4868945934257513,0.18937697854437224
hsa-mir-200a,0.0661870991484312,-0.04150086140828442,0.0062309139256290814,-0.07970602244710116
hsa-mir-200b,-0.045527903874204835,-0.14312788318318784,-0.04504704734683353,-0.1676483832771254
hsa-mir-200c,0.3209142609776356,0.3550192906694483,0.3233765497285149,0.12193712546707272
hsa-mir-202,-0.3020896004478402,-0.8217520398308851,1.260765824556964,-0.7411385143195526
hsa-mir-203a,0.9368960537465426,1.120154458701292,0.7497348451742236,1.0307840152713375
hsa-mir-203b,0.1958809650349171,-0.08562017113669555,-0.1306746186419671,0.4418313994671185
hsa-mir-204,1.2878056785689338,1.6320579579716212,1.033365943016982,1.6048707870484367
hsa-mir-205,0.34962901325033185,0.42211155987797977,0.20810120982507105,-0.25971945519953615
hsa-mir-2052,0.0,0.0,0.0,0.0
hsa-mir-2053,0.0,0.0,0.0,0.0
hsa-mir-2054,0.0,0.0,0.0,0.0
hsa-mir-206,2.6914144282249426,1.204751701034022,-0.4558040142818802,0.39416003225898805
hsa-mir-208a,4.960230396482041,5.602399535142646,4.9984095829034825,0.0
hsa-mir-208b,-1.7154994843535425,-1.6488752760559475,-2.059549222562019,-8.220017691316167
hsa-mir-20a,0.7234044109405818,0.6021433662498752,0.7644921944377456,0.33458747102200115
hsa-mir-20b,-0.2620912628594884,-0.6607533804021068,-0.32331376740289297,-0.30329988266486496
hsa-mir-21,0.17820382121710854,0.18163969295058321,0.15279729428993263,0.2712110226887733
hsa-mir-210,0.7097544546103548,0.605562215327126,0.6848977780296942,0.7983914946467395
hsa-mir-211,2.5958967242184743,2.4930328230144623,2.4751464120986295,1.7552449663642842
hsa-mir-2110,0.10647508767714996,0.031363370357475676,0.10113816398472156,-0.06152252459219191
hsa-mir-2113,2.997522237113061,2.035630666073546,2.3123946624695217,1.467374889284
hsa-mir-2114,1.9290497321535243,1.8239054629497995,1.9444241155355324,2.1569740175498135
hsa-mir-2115,-0.7749682375589484,-0.7480095749662683,-0.5109187729819119,-0.8860106525710473
hsa-mir-2116,0.3397958286682791,0.396243241255819,0.29850581052734043,0.2436987210915551
hsa-mir-2117,8.468597420102666,8.394551083804629,8.082267676658537,8.60771927585495
hsa-mir-212,-0.5100310874953594,-0.34589089627949116,-0.5270937558372292,-0.4960497519124069
hsa-mir-214,0.2070917420186979,0.09176557461127241,-0.0022484390404747213,0.03952820683694741
hsa-mir-215,3.025716777079105,2.805837380118737,2.003151367379676,2.1607418862773122
hsa-mir-216a,-1.3491798032172442,-0.25644497373759134,-1.5552365271910937,-1.0707710729288107
hsa-mir-216b,-1.3536520831699042,-1.2038035359841646,-1.9759214723804335,-1.1307318751208362
hsa-mir-217,-1.0190047642403206,-0.15988312050984543,-1.3405755768085492,-0.982452843899659
hsa-mir-218-1,-0.3871124495935889,-0.4430660664843047,-0.38211006369566014,-0.4170422951823041
hsa-mir-218-2,-0.352782926732023,-0.39990527804574505,-0.3802719186757619,-0.36367094621732166
hsa-mir-219a-1,0.3767402415702232,0.3113398132555936,0.26756400986156675,0.15651365885847476
hsa-mir-219a-2,1.3360089547099796,1.1816162334353608,1.6665880989738082,2.7968365700183413
hsa-mir-219b,0.34987312658665787,0.4331751048200061,0.45574536890428013,0.5223870808619038
hsa-mir-22,0.02452518627048482,0.02533212081724851,0.026871487701764032,-0.012916363245263405
hsa-mir-221,0.11030982456788646,-0.007898076011170325,0.09687093472921246,-0.017851418081374342
hsa-mir-222,0.29735266036148106,0.19845279858500536,0.25586954389534716,0.2658570719346918
hsa-mir-223,-0.007359171920623527,-0.06626991023199046,0.24266331990854925,0.20136401668824877
hsa-mir-224,0.8229535981205449,0.9527365687736941,0.7722402459490069,0.863067512403578
hsa-mir-2276,0.40030966965451664,0.20853751398363152,0.19134208680342155,0.5336174459430509
hsa-mir-2277,0.19173933787995043,0.2818286736329301,0.21896888197642647,0.3106008890176713
hsa-mir-2278,0.5389970280039006,0.8386945667889384,0.6473322236809466,0.7466293347081004
hsa-mir-2355,0.5632031292466839,0.4802881518329533,0.48878316111540154,0.7447800147270774
hsa-mir-2392,1.4454141353479826,0.0,0.0,0.0
hsa-mir-23a,0.2492457106191541,0.2409557036684938,0.15538261555838886,0.29804088591202793
hsa-mir-23b,0.0614780605350142,0.13053004602781687,0.004206489748194799,0.19231814994227833
hsa-mir-23c,-0.45144750659751115,-0.3860302142508831,-0.6747683680511601,-0.5558908427028616
