,0
hsa-mir-6751,0.7624883387103465
hsa-mir-6742,0.7617935169805092
hsa-mir-486-2,0.754174506417861
hsa-mir-548ag-2,0.7540217469006245
hsa-mir-3685,0.7466492118945758
hsa-mir-4652,0.7463395621167338
hsa-mir-4778,0.7449295103584281
hsa-mir-197,0.7433733142526034
hsa-mir-6720,0.7432860671351004
hsa-mir-3678,0.7350185187092666
hsa-mir-6715a,0.7340589693948658
hsa-mir-3193,0.7325861367758424
hsa-mir-4517,0.7258907636544
hsa-mir-3942,0.7222928246383541
hsa-mir-1294,0.7216453232246195
hsa-mir-3653,0.7204387538197561
hsa-mir-616,0.7203826722031079
hsa-mir-892c,0.7195902056732902
hsa-mir-6743,0.7168108084690089
hsa-mir-3680-2,0.7166066376065637
hsa-mir-6781,0.7091034293730121
hsa-mir-6723,0.7069957656955879
hsa-mir-7974,0.7061423195088335
hsa-mir-210,0.7012931842811386
hsa-mir-3074,0.6975876135481746
hsa-mir-2278,0.6972246000604636
hsa-mir-3170,0.6943012629376354
hsa-mir-513b,0.692390004749218
hsa-mir-665,0.6839180812102963
hsa-mir-6740,0.6836608428683877
hsa-mir-1295a,0.6818984410205094
hsa-mir-7641-1,0.6748072112742465
hsa-mir-6748,0.6729468926337349
hsa-mir-3159,0.6721616209340312
hsa-mir-1256,0.66914984682654
hsa-mir-639,0.6688851945263102
hsa-mir-153-2,0.6683578879089015
hsa-mir-6509,0.6668776842777759
hsa-mir-942,0.6647369341970283
hsa-mir-4787,0.6612319504115888
hsa-mir-4750,0.6586388589340448
hsa-mir-6771,0.655419132070817
hsa-mir-4724,0.6535187923103413
hsa-mir-4723,0.6529843195731893
hsa-mir-6511b-2,0.6477058037092095
hsa-mir-3154,0.6385956702091056
hsa-mir-936,0.6359624547128402
hsa-mir-6510,0.6341217231119305
hsa-mir-548d-1,0.6340799273556879
hsa-mir-4645,0.6320647446978338
hsa-mir-708,0.6244580533519632
hsa-mir-20a,0.6156122526006498
hsa-mir-3176,0.6139133374481897
hsa-mir-3682,0.6127735773845214
hsa-mir-1296,0.6070424098102651
hsa-mir-6501,0.5950940302839957
hsa-mir-548au,0.5942390946626062
hsa-mir-370,0.591570428533179
hsa-mir-576,0.590545239882945
hsa-mir-6511b-1,0.5838839638752817
hsa-mir-6830,0.5804318002227813
hsa-mir-548j,0.5801808972199372
hsa-mir-1284,0.5790819359814531
hsa-mir-501,0.577369529196578
hsa-mir-7706,0.5767628322516093
hsa-mir-2355,0.5732649348336285
hsa-mir-4668,0.5670950990988487
hsa-mir-551b,0.5661376365227725
hsa-mir-328,0.565244680482713
hsa-mir-3199-1,0.5601154844237518
hsa-mir-4639,0.5590949208258912
hsa-mir-612,0.5543346244577377
hsa-mir-135b,0.5530516347705939
hsa-mir-6822,0.533530246263729
hsa-mir-144,0.5309902822916184
hsa-mir-3130-2,0.5247069134452154
hsa-mir-3944,0.5199791283386155
hsa-mir-3909,0.5194521763008325
hsa-mir-488,0.5192499193682558
hsa-mir-487b,0.5172670045077348
hsa-mir-4286,0.5163960410280998
hsa-mir-6753,0.5160601333717197
hsa-mir-3692,0.5119522651697852
hsa-mir-6730,0.5077833455264082
hsa-mir-1254-1,0.5052207269064741
hsa-mir-6815,0.5024988773099516
hsa-mir-421,0.49625225997041766
hsa-mir-1249,0.4940408502272375
hsa-mir-3922,0.49371131801654533
hsa-mir-4654,0.49114481647124025
hsa-mir-570,0.4879890685115401
hsa-mir-605,0.48618921151345207
hsa-mir-4453,0.47805406914024506
hsa-mir-2467,0.47568938465068616
hsa-mir-6843,0.47464270364211913
hsa-mir-874,0.4658601439637075
hsa-mir-154,0.45973393431661275
hsa-mir-4660,0.45837999287262576
hsa-mir-18a,0.4564021390170666
hsa-mir-365a,0.4542484278135155
hsa-mir-4636,0.4540559735936428
hsa-mir-6769b,0.451950364732695
hsa-mir-6794,0.4512071461344044
hsa-mir-5698,0.4474097272310612
hsa-mir-500b,0.4463668155220721
hsa-mir-3680-1,0.44268182243111565
hsa-mir-219b,0.44160868320081603
hsa-mir-365b,0.44105476799471843
hsa-mir-4649,0.4410332657298594
hsa-mir-7152,0.43994503768797005
hsa-mir-6755,0.4395825061057965
hsa-mir-6502,0.4392763598745723
hsa-mir-452,0.4391503747408907
hsa-mir-5006,0.43824462747958154
hsa-mir-1181,0.4370787248072582
hsa-mir-17,0.4363759071739869
hsa-mir-3157,0.4358557000950564
hsa-mir-4713,0.43464484717998647
hsa-mir-3127,0.4342969954025084
hsa-mir-4722,0.43317780023527364
hsa-mir-500a,0.42329835183532893
hsa-mir-4442,0.4215666676634974
hsa-mir-651,0.4194880260448107
hsa-mir-6803,0.4180797811672508
hsa-mir-196a-2,0.41630269665225367
hsa-mir-93,0.4122804957503713
hsa-mir-6881,0.4120904753322438
hsa-mir-124-2,0.4117282292491463
hsa-mir-3691,0.4051995942017362
hsa-mir-7846,0.4029455594084409
hsa-mir-122,0.4007902049247496
hsa-mir-3158-2,0.40072437662102284
hsa-mir-5001,0.39804666790598925
hsa-mir-1271,0.3978801392982945
hsa-mir-19b-2,0.396031732332252
hsa-mir-4714,0.3889916988186598
hsa-mir-548k,0.38817182006570017
hsa-mir-7854,0.3865658806056211
hsa-mir-3136,0.3848191285531402
hsa-mir-4792,0.3847958634666046
hsa-mir-642a,0.3835520245059504
hsa-mir-19b-1,0.3783806607881573
hsa-mir-3194,0.37762567177169554
hsa-mir-185,0.3774226942057671
hsa-mir-758,0.3773494331428384
hsa-mir-6757,0.37530578216800553
hsa-mir-887,0.3732174940993838
hsa-mir-7-2,0.3725324531865962
hsa-mir-1307,0.36480576305637785
hsa-mir-5580,0.3633642044018639
hsa-mir-6769a,0.36286049240811197
hsa-mir-3606,0.36165251315835717
hsa-mir-198,0.3554542408579224
hsa-mir-671,0.3545925143994247
hsa-mir-6726,0.3545539143405626
hsa-mir-4424,0.3522267066169524
hsa-mir-574,0.3511865327191813
hsa-mir-92a-2,0.3503610670790056
hsa-mir-371b,0.35014679370119717
hsa-mir-186,0.34968081765012166
hsa-mir-92a-1,0.34691437434590233
hsa-mir-320d-2,0.343540276993695
hsa-mir-196a-1,0.34069209358719577
hsa-mir-2276,0.3404731384958895
hsa-mir-1277,0.3374764465942229
hsa-mir-6857,0.33565274029326425
hsa-mir-491,0.33515382044517766
hsa-mir-193a,0.33493516430134335
hsa-mir-4746,0.33462695152762284
hsa-mir-6882,0.33410636321392273
hsa-mir-6783,0.3327645783826865
hsa-mir-6854,0.3308404540789183
hsa-mir-5699,0.330213730149217
hsa-mir-1270,0.32907630125751836
hsa-mir-342,0.32875989099002056
hsa-mir-106a,0.3269765777720047
hsa-mir-548n,0.3264959857703519
hsa-mir-362,0.3262542269623673
hsa-mir-548ba,0.32296432957527144
hsa-mir-138-2,0.3211242751778973
hsa-mir-5703,0.3211017987915867
hsa-mir-2116,0.32064300076225927
hsa-mir-6801,0.31947595177237953
hsa-mir-7-3,0.31682767843511456
hsa-mir-141,0.31670465519751156
hsa-mir-3622a,0.31611582661953774
hsa-mir-7702,0.31488135305111203
hsa-mir-549a,0.3146915521561686
hsa-mir-4763,0.30557230671663693
hsa-mir-4785,0.30404695343577665
hsa-mir-4683,0.3013796038870403
hsa-mir-423,0.3005901835312991
hsa-mir-3607,0.30005036468885177
hsa-mir-548x-2,0.29944470730938927
hsa-mir-1185-1,0.29845129506375845
hsa-mir-592,0.2952351864711478
hsa-mir-532,0.2938033084495693
hsa-let-7d,0.29336298001887956
hsa-mir-5008,0.29273645822667715
hsa-mir-1254-2,0.29113089449036456
hsa-mir-6834,0.290334282268246
hsa-mir-4677,0.2885335201175458
hsa-mir-455,0.28603957877779707
hsa-mir-4781,0.2856969717023477
hsa-mir-5586,0.2856899810534858
hsa-mir-6779,0.2851249179045769
hsa-mir-3667,0.28416693733196446
hsa-mir-200c,0.2832032698907247
hsa-mir-3651,0.28307848398510616
hsa-mir-412,0.28217763633517273
hsa-mir-4784,0.2808202220721444
hsa-mir-539,0.280443161055254
hsa-mir-219a-1,0.2802521004779071
hsa-mir-1915,0.2787742910008159
hsa-mir-4444-1,0.27854108052815174
hsa-mir-495,0.27738664822726544
hsa-mir-6716,0.276964752065948
hsa-mir-4473,0.2768272782224711
hsa-mir-632,0.2761375004738036
hsa-mir-142,0.27437258536590475
hsa-mir-153-1,0.2712426789214846
hsa-mir-381,0.2679730091714442
hsa-mir-3919,0.2679647783474204
hsa-mir-4772,0.2644157107384637
hsa-mir-6871,0.2632174156251785
hsa-mir-320e,0.26157356160329465
hsa-mir-1180,0.25997413738729863
hsa-mir-582,0.2594914419830843
hsa-mir-5189,0.2573137151569189
hsa-mir-378c,0.25596758712767187
hsa-mir-222,0.254823725968355
hsa-mir-1292,0.2517650349874327
hsa-mir-2277,0.25156772700079033
hsa-mir-4664,0.2509352708235708
hsa-mir-190a,0.24936344291952028
hsa-mir-4777,0.24861553383412552
hsa-mir-4727,0.24779648879393612
hsa-mir-487a,0.24746073589751544
hsa-mir-548o-2,0.24710485302676127
hsa-mir-548l,0.24608248133397387
hsa-mir-766,0.2452561935836722
hsa-mir-6762,0.24486826720120344
hsa-mir-3622b,0.24471958365749374
hsa-mir-643,0.24417911192495745
hsa-mir-625,0.24289665939865068
hsa-mir-6731,0.23832605518130487
hsa-mir-23a,0.23681447203826303
hsa-mir-3615,0.23387019204061343
hsa-mir-1976,0.233140455856537
hsa-mir-484,0.2322875130460229
hsa-mir-103a-1,0.23228124056589267
hsa-mir-1248,0.23180226963085307
hsa-mir-103a-2,0.23097261901880356
hsa-mir-1245a,0.22786360949397547
hsa-mir-3191,0.22617955033854684
hsa-mir-7155,0.22521339869895937
hsa-mir-526a-1,0.22288720729906755
hsa-mir-3605,0.21863337967234348
hsa-mir-449c,0.21545879912787558
hsa-mir-199a-1,0.21447264359320145
hsa-mir-6875,0.21409784310616775
hsa-mir-3690-1,0.21074900496194182
hsa-mir-5695,0.2103745833930377
hsa-mir-3117,0.2103273177531082
hsa-mir-7844,0.20905349044479818
hsa-mir-450b,0.20609499704076
hsa-mir-1243,0.20588969426834908
hsa-mir-6084,0.20506696559521634
hsa-mir-34b,0.20323973223614233
hsa-mir-205,0.20305618169869427
hsa-mir-3150b,0.2028141796485603
hsa-mir-4524a,0.2019010139184341
hsa-mir-296,0.19931622147072803
hsa-mir-6772,0.1986762697378449
hsa-mir-3116-1,0.19755750770731675
hsa-mir-543,0.19727167152333067
hsa-mir-431,0.1971777299123078
hsa-mir-618,0.19688203412823682
hsa-mir-21,0.19666679985956478
hsa-mir-3173,0.19377602788747875
hsa-mir-3618,0.19335847628294153
hsa-mir-659,0.19265773070366837
hsa-mir-3130-1,0.18986770736350597
hsa-mir-4703,0.1896651407375428
hsa-mir-4632,0.18807012340624757
hsa-mir-199a-2,0.18609188137473906
hsa-mir-1262,0.18580428540001737
hsa-mir-6787,0.18575608914897365
hsa-mir-548o,0.18409557144766758
hsa-mir-1251,0.17795299791930747
hsa-mir-1306,0.1752775781984203
hsa-mir-3164,0.1750457161624698
hsa-let-7b,0.174373800311502
hsa-mir-188,0.17220830417772467
hsa-mir-324,0.17154669933529723
hsa-mir-5684,0.16919731116111844
hsa-mir-744,0.16890885062606414
hsa-mir-548a-3,0.16836622755136504
hsa-mir-6883,0.16797214833817425
hsa-mir-1229,0.16612427360952317
hsa-mir-3656,0.16502078147409827
hsa-mir-3684,0.16415772059570904
hsa-mir-136,0.16204419849027948
hsa-mir-1236,0.16058149215049433
hsa-mir-660,0.15927171392827985
hsa-mir-28,0.15895640456610818
hsa-mir-5579,0.15878654738692446
hsa-mir-3934,0.15458208156503114
hsa-mir-6499,0.15420186222578786
hsa-mir-6793,0.15172795444853934
hsa-mir-1343,0.15121155701097658
hsa-mir-30e,0.15079406702296536
hsa-mir-146b,0.1507218615083944
hsa-mir-4762,0.14799447410650618
hsa-mir-451a,0.14713557542587258
hsa-mir-148a,0.14686365459573986
hsa-mir-590,0.14680620511884854
hsa-mir-6734,0.14614113058832945
hsa-mir-489,0.14428621047489112
hsa-mir-16-1,0.14404355236093278
hsa-mir-320c-1,0.13668480549879522
hsa-mir-5091,0.13312542528759128
hsa-mir-4658,0.13238018471795066
hsa-mir-3616,0.13145130208805988
hsa-mir-323a,0.13010810798950193
hsa-mir-4743,0.12993287927857153
hsa-mir-199b,0.12927472436721604
hsa-mir-4525,0.12824708266184556
hsa-mir-202,0.12807141632504235
hsa-mir-6802,0.12577609737484352
hsa-mir-502,0.12521988116293162
hsa-mir-7-1,0.12460592431313737
hsa-mir-203b,0.12417409681704467
hsa-mir-374a,0.12141413781389021
hsa-mir-548s,0.11921428439943396
hsa-mir-3613,0.11657015636173489
hsa-mir-1234,0.11631265221220215
hsa-mir-16-2,0.1154481067068821
hsa-mir-409,0.11437480299670184
hsa-mir-128-1,0.11276242011220672
hsa-mir-3620,0.11256173496528056
hsa-mir-138-1,0.11215538298538062
hsa-mir-338,0.11143294173473577
hsa-mir-5588,0.11005577572483219
hsa-mir-149,0.10878763141755059
hsa-mir-1266,0.104198714373967
hsa-mir-1255a,0.10412340236718105
hsa-mir-493,0.10405679590872134
hsa-mir-6820,0.10391989871081718
hsa-mir-652,0.10361245037660732
hsa-mir-4662a,0.10305480446334549
hsa-mir-889,0.10241052740146094
hsa-mir-15a,0.10119040915494229
hsa-mir-23b,0.09887371706689677
hsa-mir-223,0.09861360159010511
hsa-mir-4423,0.09855874507458148
hsa-mir-127,0.09478716912041545
hsa-mir-128-2,0.0943122239606169
hsa-mir-15b,0.09244926327974708
hsa-mir-6795,0.08991717291637309
hsa-mir-3679,0.08699220791255614
hsa-mir-214,0.08619025129067044
hsa-mir-556,0.083339989747796
hsa-mir-940,0.08255750787432754
hsa-mir-181d,0.08161935721923273
hsa-mir-624,0.08040171673620891
hsa-let-7a-2,0.07828702665803687
hsa-mir-4798,0.07722601242582879
hsa-mir-450a-2,0.07531906435409098
hsa-let-7a-1,0.07350308832091021
hsa-let-7i,0.07266751155666573
hsa-let-7a-3,0.07266067432113751
hsa-mir-5000,0.07251671663147552
hsa-mir-25,0.07037154321052308
hsa-mir-3920,0.06985980294656954
hsa-mir-29b-2,0.06809982237000152
hsa-mir-4709,0.06779767398747959
hsa-mir-382,0.06754543164327277
hsa-mir-511,0.06602366261669937
hsa-mir-6514,0.06552063092346837
hsa-mir-1245b,0.06385594288544026
hsa-mir-299,0.06073000552987392
hsa-mir-1227,0.06063719895457349
hsa-mir-664a,0.056122702902663975
hsa-mir-320d-1,0.05474594895391728
hsa-mir-877,0.054692217371671105
hsa-mir-5706,0.05166550505159343
hsa-mir-1246,0.0494147796475295
hsa-mir-1288,0.04888723759348697
hsa-mir-337,0.048750799898477075
hsa-mir-552,0.04827580941766965
hsa-mir-6892,0.04750860674369058
hsa-mir-30c-1,0.04694186639365749
hsa-mir-221,0.046544997618017864
hsa-mir-2110,0.045947439327084894
hsa-mir-450a-1,0.04589899540228137
hsa-mir-4775,0.04430398606784738
hsa-mir-1197,0.04359303606850917
hsa-mir-5680,0.043519903211875724
hsa-mir-378a,0.04203508614575057
hsa-mir-29b-1,0.04201393725067214
hsa-mir-152,0.0419362744174268
hsa-mir-3928,0.039050579765402514
hsa-mir-3917,0.039000006206464335
hsa-mir-3926-1,0.03882891295282347
hsa-mir-4474,0.03830360255662604
hsa-mir-380,0.03823437804217607
hsa-mir-1179,0.037316921051160766
hsa-mir-6827,0.0370779466554847
hsa-mir-130b,0.03694315174825411
hsa-mir-4720,0.0367338207692827
hsa-mir-496,0.03655159751980302
hsa-mir-3190,0.03307087837075068
hsa-mir-150,0.03299769888916509
hsa-mir-3065,0.03146553524400036
hsa-mir-548e,0.03069322480557436
hsa-mir-589,0.029748051635290394
hsa-mir-1276,0.029219607565552426
hsa-mir-4536-2,0.029059609207743125
hsa-mir-4669,0.028888147597643184
hsa-mir-769,0.028151180330248014
hsa-mir-3199-2,0.026699731914422164
hsa-mir-30c-2,0.02174928340384818
hsa-mir-629,0.021106750697939585
hsa-mir-379,0.019549731998654205
hsa-mir-6735,0.018817772502508413
hsa-mir-5708,0.01653923372747292
hsa-mir-22,0.016049210422904477
hsa-mir-1538,0.0154120647135304
hsa-mir-107,0.013406393811962833
hsa-mir-6844,0.012428204838310345
hsa-mir-588,0.01097264753561206
hsa-mir-655,0.010715563489052045
hsa-mir-410,0.009861517848790044
hsa-mir-361,0.009410005925028931
hsa-mir-4707,0.007895188650256174
hsa-mir-320c-2,0.006851598543131261
hsa-mir-7705,0.002897932634938177
hsa-mir-3976,0.0
hsa-mir-4272,0.0
hsa-mir-4271,0.0
hsa-mir-4270,0.0
hsa-mir-4269,0.0
hsa-mir-4268,0.0
hsa-mir-4267,0.0
hsa-mir-4297,0.0
hsa-mir-4296,0.0
hsa-mir-4295,0.0
hsa-mir-4294,0.0
hsa-mir-4293,0.0
hsa-mir-4292,0.0
hsa-mir-4291,0.0
hsa-mir-4260,0.0
hsa-mir-4259,0.0
hsa-mir-4258,0.0
hsa-mir-4287,0.0
hsa-mir-4285,0.0
hsa-mir-4283-2,0.0
hsa-mir-4283-1,0.0
hsa-mir-4314,0.0
