Feature,Importance
hsa-mir-185,0.003066681040701118
hsa-mir-30b,0.0030395210226322883
hsa-mir-26a-1,0.002844087999724995
hsa-mir-202,0.002732046805179517
hsa-mir-195,0.002657409351871343
hsa-mir-26a-2,0.0026092325331087377
hsa-mir-3610,0.002567742738261407
hsa-mir-504,0.0023919911855274376
hsa-mir-1304,0.0023630769245953126
hsa-mir-135a-2,0.0023527328465107853
hsa-mir-381,0.0023397815198159303
hsa-mir-6509,0.0023226646132383988
hsa-mir-299,0.0022266632111181566
hsa-mir-139,0.0022052524409500894
hsa-mir-23c,0.0022031128517590827
hsa-mir-655,0.0021751091184479413
hsa-mir-135a-1,0.0021503196926590945
hsa-mir-7705,0.0021483968213566224
hsa-mir-378a,0.002072339798000212
hsa-mir-497,0.0020636460069375817
hsa-mir-4661,0.0020599256738143296
hsa-mir-10a,0.002046246273769302
hsa-mir-4733,0.002022553396775348
hsa-mir-514a-1,0.0019873001966347155
hsa-mir-6507,0.0019328579285828556
hsa-mir-487b,0.001921868602247778
hsa-mir-6806,0.0019211645492491231
hsa-mir-6718,0.0019051127580890716
hsa-mir-192,0.0018877820878899618
hsa-mir-654,0.0018784647202480843
hsa-mir-625,0.0018491269188741636
hsa-mir-346,0.001841030469416392
hsa-mir-147b,0.0018295241072607833
hsa-mir-509-1,0.0018249830193592068
hsa-mir-128-2,0.0018040910728807937
hsa-mir-100,0.0017897285597665044
hsa-mir-375,0.001787684146734791
hsa-mir-30d,0.0017867558606578648
hsa-mir-3074,0.001772425008232397
hsa-mir-186,0.0017699442662517612
hsa-mir-34c,0.0017583914125720022
hsa-mir-203b,0.0017427860566036123
hsa-mir-425,0.0017397601392243214
hsa-mir-378c,0.0017300212767644885
hsa-mir-126,0.001726513745239127
hsa-mir-551a,0.0017244494527146371
hsa-let-7i,0.0017202642840416838
hsa-mir-187,0.0017195850772269091
hsa-mir-194-1,0.0017162017999569753
hsa-mir-4999,0.001712933222160221
hsa-mir-4802,0.0017121875783402906
hsa-mir-21,0.0016998339278870526
